,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Browser,Device/OS,Year,Month,Day,Hour,Minute,Second,DayOfWeek
11415,2021-09-29 17:57:52,159.251.225.175,143.217.99.76,2023,22737,TCP,241,Data,DNS,At neque alias mollitia impedit sint eos eius. Esse deleniti delectus totam quo.,No Detection,41.9,no,Malware,Known Pattern A,Ignored,Low,Pihu Kapur,Segment C,"Hajipur, Tamil Nadu",No proxy,No Data,Alert Data,Server,Mozilla,Macintosh,2021,9,29,17,57,52,2
11416,2021-08-15 07:38:13,49.17.28.136,168.225.83.105,7932,64690,ICMP,1141,Control,FTP,"Esse nam quod iste. Eligendi eum ipsum facere. Molestias sequi quasi non officiis blanditiis.
Maiores facere adipisci ipsum nobis harum. Pariatur sapiente aliquid sint esse eius voluptate pariatur.",No Detection,81.19,no,DDoS,Known Pattern B,Blocked,Medium,Keya Garde,Segment C,"Kozhikode, Mizoram",96.156.17.235,No Data,Alert Data,Firewall,Mozilla,Macintosh,2021,8,15,7,38,13,6
11417,2020-11-07 06:31:11,171.2.81.179,203.103.158.223,60730,49632,TCP,397,Control,HTTP,"Perferendis maxime magnam sint.
Deleniti quisquam assumenda quam. Voluptate unde aperiam quo quaerat.",IoC Detected,31.2,no,DDoS,Known Pattern B,Ignored,High,Shayak Mann,Segment A,"Gulbarga, Bihar",105.87.44.75,Log Data,Alert Data,Server,Mozilla,Android,2020,11,7,6,31,11,5
11418,2022-10-13 03:31:03,168.180.236.129,220.1.250.227,38753,6031,ICMP,107,Control,HTTP,Debitis in deserunt dolor ipsum laborum incidunt et. Harum ipsa fuga dolorum ex. Error amet in atque reiciendis sequi.,IoC Detected,93.89,no,DDoS,Known Pattern A,Ignored,Low,Zaina Ramanathan,Segment C,"Udupi, Manipur",No proxy,No Data,No Data,Server,Opera,Windows,2022,10,13,3,31,3,3
11419,2023-01-05 14:17:08,140.54.135.88,105.6.210.212,55013,21914,ICMP,351,Control,FTP,"Labore impedit inventore veritatis illo ad. Sint dignissimos veniam ducimus cum.
Ad doloremque unde quibusdam animi architecto incidunt. Officiis quae sit expedita.",IoC Detected,11.15,no,DDoS,Known Pattern B,Logged,Low,Yakshit Dayal,Segment A,"Bhubaneswar, Arunachal Pradesh",No proxy,No Data,Alert Data,Server,Mozilla,Linux,2023,1,5,14,17,8,3
11420,2021-10-29 08:24:51,93.101.177.143,81.184.47.80,15123,31079,ICMP,957,Data,FTP,Sed voluptate voluptas corrupti quos quos. Praesentium fuga et molestiae maxime beatae facere. Earum cum perspiciatis quidem.,IoC Detected,45.11,no,DDoS,Known Pattern A,Ignored,High,Kismat Vohra,Segment B,"Bardhaman, Punjab",No proxy,Log Data,Alert Data,Server,Opera,Linux,2021,10,29,8,24,51,4
11421,2021-12-06 03:40:03,141.114.133.48,143.144.70.207,37481,22105,UDP,558,Data,HTTP,"Magni dolore iure ullam quisquam. Eveniet quos quis soluta doloremque facere.
Asperiores doloribus ab explicabo accusantium voluptates ratione. Ipsa quidem in repellendus nihil odio dolorem.",No Detection,6.65,yes,DDoS,Known Pattern A,Logged,High,Romil Mannan,Segment C,"Jodhpur, Punjab",140.122.135.170,No Data,Alert Data,Firewall,Mozilla,Windows,2021,12,6,3,40,3,0
11422,2022-03-16 00:48:18,38.103.230.168,97.103.193.58,16543,52980,ICMP,862,Data,DNS,Enim cupiditate reprehenderit error aperiam porro cum.,No Detection,50.4,no,Intrusion,Known Pattern B,Ignored,High,Nishith Datta,Segment B,"Bellary, Gujarat",148.17.38.60,No Data,Alert Data,Firewall,Mozilla,iPad,2022,3,16,0,48,18,2
11423,2020-11-07 05:02:20,118.91.122.208,155.65.194.6,39340,2792,ICMP,1042,Data,DNS,Id ipsa expedita tenetur at maxime ducimus. Possimus fugiat praesentium dolor excepturi. Rem soluta facilis iusto consequuntur modi soluta eaque.,No Detection,71.25,no,Malware,Known Pattern A,Blocked,Medium,Aaina Mall,Segment A,"Bally, Punjab",No proxy,No Data,Alert Data,Firewall,Mozilla,iPhone,2020,11,7,5,2,20,5
11424,2020-02-13 02:10:58,130.123.196.214,189.72.174.80,9123,11321,UDP,138,Data,HTTP,"At quam explicabo reprehenderit. Ex ad animi pariatur. Porro placeat est earum.
Deleniti voluptas repellat tenetur. Perspiciatis rerum nulla debitis officiis id libero.",IoC Detected,23.37,yes,Malware,Known Pattern A,Blocked,Medium,Arnav Dass,Segment A,"Uluberia, Telangana",No proxy,Log Data,Alert Data,Firewall,Mozilla,Linux,2020,2,13,2,10,58,3
11425,2022-09-19 05:04:02,12.215.172.217,93.189.1.76,9641,18994,UDP,1069,Data,DNS,Nemo maiores eveniet illo deleniti. Consequatur aliquid distinctio ad ullam dignissimos. Rem eius facere sed harum magnam laboriosam.,IoC Detected,27.95,yes,DDoS,Known Pattern A,Blocked,High,Siya Sandal,Segment B,"Motihari, Kerala",165.63.251.254,No Data,Alert Data,Server,Mozilla,Android,2022,9,19,5,4,2,0
11426,2022-09-07 20:09:14,136.195.95.147,48.124.48.82,49232,9686,TCP,1404,Data,FTP,Voluptate ut quia exercitationem rerum id. Provident ratione ducimus amet quae beatae. Enim natus quod at.,No Detection,73.2,no,DDoS,Known Pattern A,Ignored,High,Onkar Chacko,Segment B,"Mysore, Manipur",26.51.186.223,No Data,Alert Data,Server,Mozilla,Linux,2022,9,7,20,9,14,2
11427,2023-05-04 20:14:38,199.125.171.47,181.199.165.142,64873,38449,ICMP,836,Control,DNS,Blanditiis error iste quidem. Eligendi facere explicabo aliquid eaque ullam. Accusantium adipisci reiciendis aspernatur excepturi beatae possimus. Assumenda ea ad eos ab.,No Detection,14.52,yes,Malware,Known Pattern A,Blocked,Medium,Shanaya Khanna,Segment B,"Raebareli, Uttarakhand",83.248.190.39,Log Data,No Data,Server,Mozilla,Windows,2023,5,4,20,14,38,3
11428,2023-07-27 20:51:30,132.78.41.162,188.140.194.241,1271,60322,ICMP,670,Data,HTTP,Iste pariatur dolor similique quisquam ducimus. Fugit qui suscipit qui veniam eius ratione.,No Detection,98.52,yes,DDoS,Known Pattern A,Ignored,High,Shanaya Sahni,Segment C,"Dehradun, Manipur",No proxy,Log Data,No Data,Server,Mozilla,Windows,2023,7,27,20,51,30,3
11429,2022-05-05 20:23:26,222.207.18.57,156.165.173.26,61520,4989,UDP,281,Control,DNS,"Mollitia expedita quisquam reiciendis dolorum quo. Omnis suscipit harum accusamus.
Amet similique cum.",IoC Detected,53.75,no,Intrusion,Known Pattern B,Blocked,Medium,Adira Kulkarni,Segment C,"Ulhasnagar, Tripura",No proxy,No Data,No Data,Server,Mozilla,Android,2022,5,5,20,23,26,3
11430,2021-02-19 09:33:17,89.86.213.156,77.173.37.249,29736,64737,ICMP,1298,Control,DNS,"Eos nam vitae provident. Reiciendis at nobis odit reiciendis repellat. Quod minima incidunt adipisci architecto accusantium ad.
Similique dicta veritatis sequi quia.
Dignissimos doloribus ea.",No Detection,5.25,no,Intrusion,Known Pattern A,Logged,Medium,Lavanya Thaman,Segment A,"Ramagundam, Chhattisgarh",132.111.242.59,Log Data,No Data,Firewall,Opera,Linux,2021,2,19,9,33,17,4
11431,2022-03-07 20:20:13,155.56.109.199,76.2.117.178,12992,35053,UDP,126,Data,FTP,Veniam accusantium iusto quidem asperiores in quos. Eum provident dolore cumque corporis repudiandae veritatis voluptate. Harum ullam porro cumque.,IoC Detected,34.31,no,Intrusion,Known Pattern A,Ignored,Medium,Ahana  Krish,Segment C,"Patiala, Uttarakhand",No proxy,No Data,Alert Data,Firewall,Mozilla,Windows,2022,3,7,20,20,13,0
11432,2020-12-06 19:15:24,201.132.87.40,31.44.56.175,37145,38353,TCP,1322,Control,FTP,Ab nobis harum sint fugiat. Repellendus esse quo molestiae possimus sint hic. Repellat reprehenderit harum amet.,IoC Detected,47.67,no,Malware,Known Pattern B,Logged,Low,Shalv Dey,Segment A,"Allahabad, Kerala",74.2.253.65,Log Data,Alert Data,Server,Mozilla,Linux,2020,12,6,19,15,24,6
11433,2021-10-29 14:27:26,193.145.245.203,89.70.234.125,50004,46648,TCP,981,Control,FTP,A numquam repudiandae nulla quod ipsa. Inventore dolorum praesentium exercitationem dolores ad. Laborum odit nostrum debitis iste.,IoC Detected,92.32,no,Intrusion,Known Pattern B,Blocked,Medium,Nakul Acharya,Segment B,"Bulandshahr, Mizoram",213.54.91.181,No Data,Alert Data,Firewall,Mozilla,Android,2021,10,29,14,27,26,4
11434,2021-03-25 11:16:43,45.38.20.86,155.119.111.174,32036,35893,UDP,248,Data,HTTP,"Ad perferendis ipsum fuga molestiae autem. Distinctio ad et voluptatibus eius eaque.
Voluptatibus similique veniam at ex. Natus atque animi atque laudantium distinctio maxime.",No Detection,60.28,no,Intrusion,Known Pattern B,Ignored,Medium,Sana Acharya,Segment C,"Bangalore, Telangana",No proxy,No Data,Alert Data,Firewall,Mozilla,iPad,2021,3,25,11,16,43,3
11435,2021-12-20 22:14:33,75.8.197.192,153.53.151.206,38944,41953,UDP,829,Data,FTP,Libero vel velit maiores. Veniam nihil aut at. Ducimus exercitationem eligendi quas nemo. Quae laboriosam laudantium.,No Detection,99.98,yes,Malware,Known Pattern B,Ignored,High,Madhav Tara,Segment C,"Ulhasnagar, Haryana",11.221.162.101,Log Data,No Data,Firewall,Mozilla,Linux,2021,12,20,22,14,33,0
11436,2021-02-28 07:13:39,133.254.37.132,193.154.144.47,10825,35984,UDP,1201,Control,HTTP,"Nulla beatae minima eum possimus ducimus. Neque quibusdam laborum ab accusantium.
Quod repellat voluptas vel. Fuga fugiat voluptatem maiores quo. Doloremque laudantium sunt soluta libero temporibus.",No Detection,46.43,yes,Intrusion,Known Pattern A,Ignored,Medium,Zain Iyengar,Segment A,"Tenali, Madhya Pradesh",No proxy,No Data,Alert Data,Firewall,Mozilla,Windows,2021,2,28,7,13,39,6
11437,2023-01-22 18:41:44,109.233.90.199,63.126.189.155,17993,64639,TCP,1248,Control,HTTP,Beatae velit ipsam excepturi quod. Recusandae repellat debitis saepe laudantium praesentium libero. Dolorum amet asperiores numquam sint voluptatum enim.,IoC Detected,99.97,yes,Malware,Known Pattern B,Logged,Medium,Ivana Kumer,Segment A,"Bhopal, Bihar",223.172.85.18,Log Data,Alert Data,Firewall,Mozilla,Windows,2023,1,22,18,41,44,6
11438,2020-07-30 09:21:24,81.50.102.43,79.84.167.13,33106,38409,UDP,573,Control,FTP,"Qui hic vero sequi maiores. Vel labore ex blanditiis. Commodi iure impedit id sequi.
Ea officiis porro. Vero quaerat numquam voluptatibus.",IoC Detected,53.4,yes,Intrusion,Known Pattern B,Blocked,Medium,Aaina Sethi,Segment A,"Gopalpur, Jharkhand",No proxy,Log Data,Alert Data,Firewall,Mozilla,Linux,2020,7,30,9,21,24,3
11439,2020-03-17 08:07:20,104.173.66.126,216.97.195.170,65006,13878,TCP,89,Data,FTP,"Quod voluptate sunt et id voluptatem. Occaecati accusamus illum saepe iste iure architecto.
Saepe velit tempora. Tempore natus aliquid a rerum.",IoC Detected,84.26,yes,Malware,Known Pattern A,Blocked,High,Zoya Gola,Segment B,"Patna, Arunachal Pradesh",203.184.138.11,No Data,No Data,Firewall,Mozilla,Windows,2020,3,17,8,7,20,1
11440,2021-06-10 17:17:26,116.180.11.14,48.215.0.125,2455,59065,UDP,801,Control,HTTP,"Nulla molestias quaerat architecto.
Voluptates pariatur nihil assumenda exercitationem corporis. Totam facilis quasi totam tempora porro assumenda. Pariatur dolore repellat nostrum beatae.",IoC Detected,4.8,yes,DDoS,Known Pattern A,Logged,Medium,Eva Baral,Segment C,"Hosur, Uttar Pradesh",71.91.148.167,No Data,Alert Data,Firewall,Opera,Windows,2021,6,10,17,17,26,3
11441,2021-07-25 03:29:30,158.231.183.226,40.237.61.50,54239,23867,UDP,173,Control,FTP,"Dolore fuga quis quibusdam mollitia id inventore. Qui incidunt laborum a quas enim.
Alias blanditiis eum explicabo provident deserunt. Maiores cupiditate soluta enim.",IoC Detected,61.96,yes,DDoS,Known Pattern B,Blocked,Low,Riaan Malhotra,Segment A,"Satara, Tripura",No proxy,No Data,No Data,Server,Mozilla,Windows,2021,7,25,3,29,30,6
11442,2021-07-03 18:53:38,140.44.238.213,166.233.157.161,20970,13047,UDP,511,Control,FTP,Consequatur accusantium dicta fugiat ad excepturi maxime necessitatibus. Excepturi neque repudiandae nisi facilis rerum illum.,IoC Detected,81.3,yes,Malware,Known Pattern A,Logged,Low,Aaryahi Rao,Segment B,"Kota, Telangana",181.52.27.103,No Data,Alert Data,Server,Mozilla,iPhone,2021,7,3,18,53,38,5
11443,2020-08-20 23:14:57,215.168.238.102,140.183.118.42,15981,18931,ICMP,395,Control,DNS,Sequi ab quam molestias porro. Dolores incidunt dicta nisi laboriosam voluptatem unde. Repudiandae ipsam eaque voluptate quibusdam.,IoC Detected,69.72,no,Intrusion,Known Pattern A,Blocked,Low,Umang Ben,Segment A,"Ratlam, Uttar Pradesh",195.110.143.142,Log Data,Alert Data,Server,Opera,Windows,2020,8,20,23,14,57,3
11444,2023-02-26 13:33:05,70.45.80.65,105.51.143.14,6304,52554,UDP,1277,Control,DNS,"Impedit pariatur consectetur quia. Sed dolorem placeat beatae pariatur.
Maiores laborum dicta temporibus molestiae deserunt. Aliquam expedita consequatur hic a harum.",No Detection,75.61,yes,Malware,Known Pattern B,Logged,Medium,Kiaan Ray,Segment B,"Dehri, Telangana",No proxy,Log Data,Alert Data,Firewall,Mozilla,Windows,2023,2,26,13,33,5,6
11445,2021-08-02 10:18:53,136.216.0.193,155.106.102.54,39523,60555,UDP,1286,Data,DNS,"Quod quae tempora deserunt eos. Quasi debitis aliquam nostrum.
Error quos doloribus dicta. Repudiandae necessitatibus totam non.",No Detection,3.55,yes,DDoS,Known Pattern A,Logged,Low,Lakshay Deshpande,Segment B,"Solapur, Jharkhand",No proxy,Log Data,Alert Data,Server,Opera,Windows,2021,8,2,10,18,53,0
11446,2020-09-07 11:33:43,167.208.194.165,101.232.146.184,10434,7887,UDP,1360,Control,FTP,"Officiis ratione assumenda.
Ea esse tempora dolore. Aperiam natus quia repellendus beatae. Officiis magni perferendis fuga id tempora placeat.",IoC Detected,47.54,no,DDoS,Known Pattern A,Ignored,Low,Krish Walia,Segment A,"Miryalaguda, Madhya Pradesh",No proxy,Log Data,Alert Data,Firewall,Mozilla,Windows,2020,9,7,11,33,43,0
11447,2022-12-12 19:57:10,12.247.177.81,43.255.230.98,14072,38499,ICMP,1202,Control,DNS,At provident quaerat voluptates veniam et. Quis maxime et repudiandae. Error praesentium exercitationem odio quia provident.,IoC Detected,3.29,no,Malware,Known Pattern A,Blocked,Low,Kavya Bumb,Segment C,"Madanapalle, Gujarat",No proxy,No Data,Alert Data,Firewall,Opera,Linux,2022,12,12,19,57,10,0
11448,2020-01-21 13:56:09,38.182.14.65,14.94.143.197,31327,12888,ICMP,649,Control,DNS,"Deleniti tenetur officiis dolor quas optio non quas. Harum velit praesentium qui officiis quas quae.
Deleniti dolore asperiores unde assumenda cum libero autem. Voluptas vero distinctio et sapiente.",IoC Detected,53.28,yes,Intrusion,Known Pattern A,Blocked,Low,Urvi Kara,Segment C,"Tiruchirappalli, Tripura",176.232.207.70,Log Data,No Data,Firewall,Mozilla,Windows,2020,1,21,13,56,9,1
11449,2023-06-01 09:05:12,53.204.229.94,35.135.203.3,60942,20291,ICMP,1495,Data,FTP,"Rerum neque velit reprehenderit nam velit. Deserunt pariatur ipsum blanditiis esse neque adipisci.
Similique labore magnam quas. Dolorum maiores perspiciatis velit architecto necessitatibus eligendi.",IoC Detected,99.4,yes,DDoS,Known Pattern B,Blocked,High,Baiju Ratta,Segment B,"Pune, Assam",No proxy,Log Data,No Data,Firewall,Mozilla,iPad,2023,6,1,9,5,12,3
11450,2022-07-02 07:25:10,89.69.70.80,156.91.22.80,61342,35845,TCP,790,Control,DNS,Expedita minus molestias magnam at omnis corrupti. Quas suscipit iusto laborum ea. Neque commodi quisquam nobis quos temporibus nesciunt.,No Detection,42.0,yes,Intrusion,Known Pattern B,Ignored,Low,Indrajit Dada,Segment A,"Dehri, Tripura",No proxy,Log Data,Alert Data,Firewall,Opera,Windows,2022,7,2,7,25,10,5
11451,2021-09-29 07:24:54,102.253.79.178,42.235.152.170,52379,17410,ICMP,121,Control,FTP,Distinctio nesciunt in voluptates. Repellat at molestiae cupiditate fuga.,No Detection,60.75,no,DDoS,Known Pattern B,Ignored,Low,Abram Chaudry,Segment B,"Adoni, Sikkim",No proxy,No Data,No Data,Firewall,Mozilla,Android,2021,9,29,7,24,54,2
11452,2021-01-04 23:36:15,137.132.104.152,97.201.241.180,41278,38310,TCP,1201,Control,HTTP,Placeat veniam tempora maxime veniam. Doloribus provident impedit porro fugit perspiciatis iusto.,No Detection,35.64,yes,DDoS,Known Pattern B,Logged,Medium,Adira Sastry,Segment C,"Ramagundam, Tripura",No proxy,Log Data,Alert Data,Firewall,Mozilla,Windows,2021,1,4,23,36,15,0
11453,2020-01-23 04:55:02,82.252.153.127,123.70.185.94,4625,5035,ICMP,1037,Data,HTTP,"Modi suscipit vitae reprehenderit libero. Alias quisquam incidunt quis.
Provident ullam nostrum ullam natus. Impedit aperiam temporibus at.",No Detection,53.73,no,Intrusion,Known Pattern B,Logged,Low,Jayan Hans,Segment B,"Noida, Uttarakhand",145.78.146.69,No Data,Alert Data,Firewall,Mozilla,Windows,2020,1,23,4,55,2,3
11454,2022-01-17 22:58:46,100.239.143.154,47.138.229.53,29440,12715,UDP,949,Data,HTTP,"Doloribus voluptates odit. Inventore illo ipsa nemo similique expedita. Distinctio autem reprehenderit officiis non dolores voluptatum.
Magni minus vel nam. Quibusdam recusandae dolor amet.",IoC Detected,43.81,yes,DDoS,Known Pattern A,Ignored,Medium,Khushi Rana,Segment A,"Singrauli, Himachal Pradesh",217.177.26.67,Log Data,No Data,Server,Mozilla,iPod,2022,1,17,22,58,46,0
11455,2022-09-24 22:17:25,104.199.162.64,40.188.156.137,37879,52794,TCP,1349,Control,FTP,Ipsa saepe animi maiores. Praesentium exercitationem dicta quia praesentium voluptatum consectetur.,No Detection,55.28,no,DDoS,Known Pattern A,Blocked,Low,Jivin Mahajan,Segment C,"Jamnagar, Uttar Pradesh",No proxy,No Data,Alert Data,Server,Opera,Windows,2022,9,24,22,17,25,5
11456,2021-12-12 00:50:34,99.217.237.20,44.127.222.173,19824,26960,UDP,1182,Data,HTTP,"Aperiam aliquam excepturi nam. Debitis laborum vero est.
Deserunt rerum eveniet eveniet. Laboriosam nam voluptatem cumque quibusdam.",IoC Detected,56.53,yes,Intrusion,Known Pattern B,Blocked,Low,Urvi Jhaveri,Segment C,"Sirsa, Tripura",No proxy,Log Data,No Data,Firewall,Mozilla,Macintosh,2021,12,12,0,50,34,6
11457,2023-02-04 07:05:42,100.176.123.164,141.121.104.128,58739,43445,ICMP,433,Control,DNS,Facere autem doloribus modi magni eius temporibus. Eaque porro mollitia officia.,No Detection,60.34,no,Intrusion,Known Pattern B,Ignored,High,Shanaya Choudhry,Segment C,"Ludhiana, Telangana",104.71.187.144,Log Data,No Data,Server,Mozilla,Android,2023,2,4,7,5,42,5
11458,2020-06-20 15:44:15,115.81.89.206,97.154.70.82,52190,55313,TCP,104,Data,HTTP,Ducimus dicta dolorem rem totam. Modi ducimus nihil doloremque aperiam accusantium.,IoC Detected,94.65,yes,Intrusion,Known Pattern A,Blocked,Low,Madhav Dara,Segment B,"Warangal, Madhya Pradesh",146.207.119.38,No Data,Alert Data,Firewall,Mozilla,Windows,2020,6,20,15,44,15,5
11459,2023-05-02 17:12:01,92.48.184.212,153.217.23.64,45225,41990,TCP,574,Data,HTTP,Dicta asperiores dicta aliquid nisi dignissimos. Officia amet quas ipsam a voluptas.,IoC Detected,62.37,yes,Malware,Known Pattern A,Blocked,Low,Ojas Golla,Segment A,"Tirupati, Maharashtra",33.148.214.227,Log Data,No Data,Firewall,Mozilla,iPad,2023,5,2,17,12,1,1
11460,2020-09-27 13:10:29,209.145.153.96,66.240.148.178,12552,18438,UDP,908,Control,FTP,Veniam eligendi similique nam sed exercitationem id. Cupiditate totam error. Ipsum repellendus explicabo non dolore deleniti sapiente.,No Detection,15.27,no,DDoS,Known Pattern B,Ignored,Medium,Nitya Bhakta,Segment B,"Gaya, Rajasthan",No proxy,No Data,Alert Data,Server,Mozilla,Android,2020,9,27,13,10,29,6
11461,2020-02-27 14:41:08,97.34.38.57,195.41.163.83,61760,54162,TCP,1205,Control,DNS,"Ad deleniti exercitationem officia ut corporis neque.
Consequatur blanditiis officiis harum. Esse ipsum facere alias tenetur eligendi. Quo veritatis odit sed dicta.",IoC Detected,76.47,no,DDoS,Known Pattern A,Ignored,Medium,Misha Dhar,Segment A,"Motihari, Punjab",No proxy,No Data,Alert Data,Server,Mozilla,Windows,2020,2,27,14,41,8,3
11462,2022-02-20 22:56:47,76.94.169.211,34.226.95.88,7358,49980,TCP,960,Control,FTP,Repellendus nihil molestiae distinctio eos. Explicabo repellendus consequatur.,No Detection,13.95,no,DDoS,Known Pattern A,Logged,Medium,Hrishita Bava,Segment C,"Hospet, Tripura",53.36.251.69,Log Data,Alert Data,Firewall,Mozilla,Macintosh,2022,2,20,22,56,47,6
11463,2022-02-22 16:50:46,3.124.114.21,4.85.107.15,43078,42640,ICMP,1234,Control,DNS,"Doloremque consequatur eum rem. Blanditiis quas beatae veniam nostrum magni veniam doloremque.
Quia maiores quo illo ad. Cumque suscipit quis. Aut laudantium et esse corrupti.",No Detection,67.41,yes,Malware,Known Pattern B,Logged,Medium,Zaina Sahni,Segment B,"Burhanpur, Uttarakhand",80.237.129.101,No Data,Alert Data,Server,Mozilla,Windows,2022,2,22,16,50,46,1
11464,2022-09-21 12:13:30,82.38.160.212,25.104.113.229,42012,5561,ICMP,1452,Data,HTTP,"Tempora voluptas nostrum cupiditate. Commodi perferendis aspernatur deserunt quae voluptatum.
Facilis dolorum voluptates a distinctio saepe saepe autem. Ducimus dolor provident quasi delectus totam.",No Detection,36.65,yes,Malware,Known Pattern B,Blocked,High,Khushi Rattan,Segment B,"Munger, Madhya Pradesh",58.170.74.191,Log Data,No Data,Server,Mozilla,Linux,2022,9,21,12,13,30,2
11465,2023-08-02 16:03:23,148.198.122.21,211.248.234.82,11845,22888,ICMP,1461,Control,DNS,Ullam similique debitis. Tempora corporis temporibus eius tempore. Amet similique accusantium quod.,IoC Detected,26.15,no,Intrusion,Known Pattern B,Ignored,High,Manjari Gokhale,Segment A,"Cuttack, Andhra Pradesh",37.87.177.32,Log Data,Alert Data,Firewall,Mozilla,Windows,2023,8,2,16,3,23,2
11466,2020-04-21 10:52:49,144.94.142.67,129.237.96.134,36270,37356,TCP,1350,Control,DNS,"Labore eos vitae recusandae sed nostrum in. Ullam numquam vitae praesentium laboriosam. Maxime explicabo ab iusto ad.
Sed ex tempora. Eos eaque ducimus perferendis impedit.",No Detection,6.24,no,Intrusion,Known Pattern A,Blocked,High,Faiyaz Sami,Segment B,"Madurai, Uttar Pradesh",No proxy,No Data,Alert Data,Firewall,Mozilla,Windows,2020,4,21,10,52,49,1
11467,2021-07-12 10:07:27,98.143.161.127,34.24.70.234,60733,49834,UDP,1357,Data,FTP,Pariatur quas accusantium delectus blanditiis natus. Possimus voluptas in quas cum illum. Numquam ducimus quos dicta blanditiis nostrum quidem amet. Sed repellendus nam.,IoC Detected,22.24,yes,Intrusion,Known Pattern A,Logged,Low,Lakshit Mand,Segment C,"Nizamabad, Tamil Nadu",No proxy,Log Data,No Data,Firewall,Mozilla,Linux,2021,7,12,10,7,27,0
11468,2020-06-14 02:29:42,201.9.156.162,165.187.118.62,53794,10521,TCP,675,Data,HTTP,Dolore eveniet est dolores. Sit illo sed tempore eos non nisi. Cumque distinctio laborum. Maxime fugiat exercitationem consectetur ea.,IoC Detected,9.91,yes,Intrusion,Known Pattern A,Ignored,Low,Hrishita Chand,Segment A,"Thiruvananthapuram, Himachal Pradesh",No proxy,No Data,No Data,Firewall,Mozilla,Macintosh,2020,6,14,2,29,42,6
11469,2020-10-21 16:06:25,107.174.123.28,35.165.179.249,52071,14379,TCP,1373,Control,FTP,Iure architecto maxime rerum distinctio voluptatibus. Pariatur atque aut tenetur iure. Debitis accusamus incidunt voluptatem debitis totam.,IoC Detected,29.26,no,Intrusion,Known Pattern A,Blocked,High,Anaya Bal,Segment A,"Dhanbad, Manipur",98.125.229.221,No Data,No Data,Firewall,Opera,Linux,2020,10,21,16,6,25,2
11470,2021-07-29 05:42:45,138.139.161.124,97.105.146.192,62027,35036,UDP,790,Control,DNS,"Nihil incidunt culpa animi ullam commodi.
Aperiam quaerat reiciendis cupiditate dolorum facilis dolores. Totam ut aspernatur dignissimos quisquam.",IoC Detected,99.01,no,DDoS,Known Pattern B,Logged,Medium,Rhea Ravel,Segment C,"Jabalpur, Maharashtra",17.200.199.237,No Data,No Data,Firewall,Mozilla,Android,2021,7,29,5,42,45,3
11471,2020-11-04 12:16:34,114.216.175.78,140.139.108.59,34209,31165,UDP,898,Control,FTP,Necessitatibus error nihil laudantium. Rerum veniam soluta aspernatur architecto libero culpa. Velit ipsa molestias.,IoC Detected,78.65,no,DDoS,Known Pattern B,Blocked,Low,Keya Hayre,Segment C,"Darbhanga, Goa",No proxy,No Data,Alert Data,Server,Mozilla,Windows,2020,11,4,12,16,34,2
11472,2023-04-05 07:38:41,21.136.81.69,17.47.160.245,63263,25448,TCP,1157,Data,HTTP,"Asperiores quam laudantium numquam velit suscipit. Incidunt dignissimos ipsam nihil.
Sit nostrum saepe occaecati nisi occaecati praesentium. Quidem nostrum voluptates consectetur libero quibusdam.",IoC Detected,95.25,yes,DDoS,Known Pattern A,Logged,Low,Ryan Chandra,Segment A,"Delhi, Tripura",No proxy,No Data,No Data,Server,Opera,Linux,2023,4,5,7,38,41,2
11473,2023-06-21 09:08:15,88.54.79.126,53.122.123.8,27298,4899,ICMP,124,Data,HTTP,Cumque fugit asperiores dolorum. Praesentium eligendi ratione excepturi minus nemo. Deleniti occaecati laudantium doloremque asperiores quae accusamus.,No Detection,30.41,yes,Malware,Known Pattern A,Blocked,Low,Nitara Brar,Segment C,"Kulti, Rajasthan",No proxy,Log Data,No Data,Firewall,Mozilla,iPad,2023,6,21,9,8,15,2
11474,2023-08-13 00:52:54,50.99.173.139,7.116.203.144,63550,58809,UDP,1489,Data,FTP,"Nobis illo voluptates facere dolorem.
Tempora magnam veritatis hic iste. Libero saepe non voluptas nisi exercitationem maiores in.",No Detection,57.5,no,DDoS,Known Pattern A,Blocked,High,Kavya Dua,Segment C,"Erode, Andhra Pradesh",No proxy,No Data,Alert Data,Server,Opera,Linux,2023,8,13,0,52,54,6
11475,2021-06-30 23:19:35,109.73.199.19,80.246.94.206,10588,57249,TCP,1347,Control,FTP,Explicabo modi pariatur ex dignissimos. Provident quos cumque non. Quo id doloribus maiores cumque reiciendis dolorem.,No Detection,78.09,yes,Intrusion,Known Pattern B,Blocked,Medium,Vanya Viswanathan,Segment C,"Haridwar, Punjab",141.4.83.241,Log Data,No Data,Server,Mozilla,Windows,2021,6,30,23,19,35,2
11476,2020-04-03 07:16:46,37.46.62.88,43.67.181.86,33996,14370,ICMP,1098,Control,FTP,Architecto ex id veritatis. Ea laboriosam corrupti sequi nobis. Corrupti nesciunt corrupti ut accusantium ea.,No Detection,25.94,yes,Malware,Known Pattern A,Ignored,Low,Sahil Chaudhry,Segment A,"Junagadh, Uttar Pradesh",No proxy,Log Data,No Data,Firewall,Mozilla,Windows,2020,4,3,7,16,46,4
